,tweet,dialect
12003,م قد سمعت كل اغاني اكسو,Egypt
12004,ان الناس ماهي فاهمة شي في التغيير الجديد,Mauritania
12005,لو بالطريقة متعي انا كنت على وشك ان اكون فيمنيست بس بعد رؤيتي لهذا الكم من الجهل الفيمنيستي المتزامن مع حالة العدوانية اتجاه اراء الاخرين تراجعت,Libya
12006,سوري يافندم .مقصدش .. انتي حبيبتي يا ياسو والله .... لأ . وبيضة فشخ كمان,Egypt
12007,روح سوي لك مشروع واشتري لك بيت,Yemen
12008,و العمر يعدي قصادي و يتعاد في حكايات #واهي_ذكرايات  URL  …,Egypt
12009,لو سمحتي عليا ... كله ولا ربيعتي,United_Arab_Emirates
12010,ايدي رايحة ع اللاف لوحدها,Lebanon
12011, USER  التحديث الجديد للتطبيق ماقدر اشحن لرقمي ياليت تشوفو لنا هذي المشكله,Jordan
12012,هههههه عيدك سعادة,Oman
12013,والله ييسر أول ميد ويعديه على خير,Saudi_Arabia
12014,حظي تبسم يوم ربي عطاني,United_Arab_Emirates
12015,نبي مش شوري URL  …,Libya
12016,المهم انا دحين اوفيشالي عمية .. كارهتكم كلكم ، الله لا يذوق مسلم احساس العمى .,Saudi_Arabia
12017,ارتحت لما عايدتهم كلهم,Iraq
12018,لي الناس ما تكون واضحه وصريحه,Sudan
12019,فين دعمك يا عين؟,Egypt
12020,والله زمااان يا سيد آسياا الفف مبروكك فوز يبررد القلب #السعودية_العراق,Saudi_Arabia
12021,خرج البطل إلي فيك URL  …,Tunisia
12022,والنعم وصح لسانك,Iraq
12023,حقيره جدااا فعلا حدي لازم يرجعها الي بيتها,Djibouti
12024, USER   USER  قاتلها ريم دزاير قاع مهولة عليك واش صرى قاتلها راني لاباس حمدلله اني نمشي قاتلها قالونا مكسرة من الحوض,Algeria
12025,شو بحب صفحتكم برعايه #اليسا,Djibouti
12026,و الغريبة انى حسك بتبعدى و بتقربى ف نفس الوقت !,Egypt
12027,هف يعني لسا الوضع مابطمن انتبهي عحالك حياتي,Algeria
12028,والله صراحة هواية جان عاجبني اتخرج السنة هسة يمكن حتى يوم للصورة مينطون النه  URL ,Iraq
12029,عيل مقصرت فيج وبعد متعلمتنها متأخر وايد .,Oman
12030,حسبتك خفتي عليهم,Egypt
12031,اييههه وشفت دخانه الله يحفظنا ويرد كيدهم في نحورهم,Saudi_Arabia
12032, USER  وكتاه الحكومة الجديدة ؟ طولتو,Algeria
12033, USER   USER  الله ستر، وانصحك بتغير نفس الفيش الى ثلاثي او فيه نوع باكستاني افضل من هالصيني,Saudi_Arabia
12034,بحب الفيلم دا اوي URL  …,Egypt
12035,حبيبي اللي واحشني,Egypt
12036,بيتس ذي السنة فاليوروبا ليغ عندينهم الا حسب المشروع الي قنعو,Mauritania
12037,انا لما اظبط نومي اوي URL  …,Egypt
12038,طيب وفروا لمرباط حل نهائي للبعوض بالتعاقد مع شركه خارجيه لإبادة البعوض وأيضا تتعلموا منها كيفية التعامل مع كذا حالات,Oman
12039,اعتبرناه خدام وشرس وعندو هيبة وساهم في نهوض الدولة بعد أزمة 1992 مخ دماغ ذكي مناور وعندو 99 تيتر. لكن لما قال علامة kia من فضل ربي هنا كان لازم وقفة. هذا رجل عندو سوء خاتمة والفساد لا مبرر له. كان رجل سلطة ومال اختفت فيه صفة رجل الدولة. لعله يصبح عبرة,Algeria
12040,يا آهي يا أرقي يادوائي,Egypt
12041,مع مين — بس اعرف مين بسال بفكر اجاوب URL  …,Jordan
12042,سلااامة قلبك من الآهخ,Saudi_Arabia
12043,ان كان ظنك على البعد بنساك يا اغلى مواليفي ترا الظن خايب .,United_Arab_Emirates
12044,اسكتي هو اللي بيجيبه لنفسه,Morocco
12045,وأغاني بعد فراقها متغنتش ..,Morocco
12046,ههههه شهية طيبه,Algeria
12047,ههههههههههههههههههه كاشفتني يعني,Oman
12048,وصورهم وهم نايمين الان بتشرف كل واحد ماسك تلفون وقاعد يصور بالبشر,Iraq
12049,مثل ماخليتك فوق زيّ النجوم واراهن على نورك اقدر اخليك زي شهاب مرّ ولا لمحته,Saudi_Arabia
12050,ولما النور يقطع لاى سبب,Egypt
12051,توني بس اكتشف انه كان لي الصدفة الجميله ب الالتقاء بأستاذ سعد فمعرض الكتاب الفايت؛(  USER .twitter.com/D3ooAwWocR,Oman
12052,' ' ' كيف ماحبك وحب غيرك حرام وكيف ماحبك وانت ليه عمر ماعرفت الاهتمام الامعاك وماجهلت الا معك معنى الحذر !,Jordan
12053,"""أغليك والدنيا حظوظ وتوافيق يالي غلاك بخافقي انفرض فرض ودعتك الله عن عيون المخاليق لأنك ملاك يعيش في كوكب الارض\""\""""",Saudi_Arabia
12054, USER  لازم نتعاطف مع الجهال مثلك لا غلطوا ندليهم الطريق الصح .. روح كمل مميتك بس,Kuwait
12055,وانت بخير حبيبي,Saudi_Arabia
12056,يب الاتحاد بس,Libya
12057,عشان عافشاخك بالله  URL  …,Oman
12058,الله الله عليك ... ابداع علميني طشه,Oman
12059,هاذ اليامات كاين زوج مجموعات في #الجزائر مجموعة نوفمبرية باديسية و مجموعة الحراك الفرشيطي في زوج عندهم أوجه تشابه كبيرة منها : _ سيكتب التاريخ ان جزءا من الشعب حاول تحرير جزءا آخر من العبودية ولكن القابلية للاستعمار كان أقوى 1/2,Algeria
12060,حاجة تشرف والله تبارك الله  URL  …,Tunisia
12061,ههههه الذباب مالقاش روحو,Algeria
12062,الفرحـة جايـة بس فـي ميعادهـا ... يقين !!,Egypt
12063,انا قلت من الصبح انو اذا بيتلقطوا الشباب الطرابلسيين رح يتدعوس وما بيرجع عايش,Lebanon
12064,ياما عيون شغلونى .. لكن انا علوضعى !!,Egypt
12065,انا مضايقة واخدا موقف من شخص بس مش فاكرة انا مضايقة ليه وحقيقى موضوع سخيف.,Egypt
12066,هههههههههههههههههههههههههه عامين ،؟ترشيح وطبلوا ٢٠عام,Egypt
12067,اعلام يتحدث عن الجزائر ، و يتناسون فرنسا !! استبلاه . ماكرون يغفص في شعبو ، حد ما را .,Tunisia
12068,سؤال لجماعة يلي مصوتين لا في استفتاء,Libya
12069, USER   USER   USER   USER  ابقو نضفو المينشين وراكو واطفو النور,Egypt
12070,لعد احنه شنكول,Iraq
12071,"""\"" بنات الناس كاثترات ما ننصحكش بيا .""",Libya
12072,خلاص ردت هى عسل اصلآ,Syria
12073,هو الطريق اللي ب يودّي للصدف من فين !!,Egypt
12074,البلاي ليست عندي كدا  URL  …,Egypt
12075,تمام، منعيّن لجنة تحكيم واللي بيفوز منحط صورته على تلفزيون الجديد لمدة شهر #مسخره,Lebanon
12076,لآلا خوو.. بصح لا أظن انهم أغبياء حتى يحاوزو انسان بسبب مواقفه.. خاصة مع الحراك و الله اعلم,Algeria
12077,انا عن نفسي دخلت وندمت فمدري عنك عاد؟,Iraq
12078,شكلك شرس اوي — دا كيوط وقمر  URL  …,Egypt
12079,#اوقفو_العبث_بالاتحاد2 من البداية انزعجت لمن تنصب رئيس للاتحاد بس كان غصب عننا نرضى لان مافي غيرو تقدم للرئاسه ، بس عاد انه يلعب في النادي على كيفه لللااا ذا ناسي ان المتحكم في الاتحاد هوا مدرجه ويقدرون يطردونه في اي وقت,Syria
12080, USER  و ماتنسايش أيضا حذف لقنوات السيبيسي كلهااااااااااااااااااااااا,Algeria
12081,لاا ابو مكياج هذا,Iraq
12082,الاتحاد والشباب 3-1 الاهداف اسيا الاياب  URL   سرى الليل يابو ثلاثة  URL  #ابلكيشين_الاتحاد,Yemen
12083,مشفت شي بيج موزين لحد هسه تخبلين,Iraq
12084, USER  الله يجزيك خير,Tunisia
12085,"قيس الشنب ماتزوج حبيبته تبين ميشو أبو تقويم وردي وغمازات الرخمه يتزوجك,منجدك يحرمة ؟.",Jordan
12086,وبسم الله على قلبي من غياب يهد حيلي ..,Syria
12087,ممكن يكون سطحي اكتر مني  URL  …,Egypt
12088,لما نجرب نقولك  URL  …,Libya
12089,بالتوفيق بس ما وصيك لا تنسى ولا حرامي منهم,Iraq
12090,انت في الهدوء ماعندكش ياما ارحميني دة انت حتى اسم الشهرة بودا يعني كله هدوء,Egypt
12091,هذا إلي يسمونه أبو وجهيين =D •̨ ϼιƆ   URL   هههههههههههههههههههههههههههههههه,Syria
12092,ع بالي عيد اللي عشته معك بس مش معك و حسّ اللي حسيته إلك بس مش إلك .,Iraq
12093,صديت عنك من سبايب سواياك وانا خاطِري فيك .,Kuwait
12094,انت لسا جاي من اسماعيليه كداب بتقابل قفشتك,Egypt
12095,الخامة الي عندو كتير نادرة وكتير حلوة,Syria
12096,لا في قبل ما تسافر قووم ولعلك شمعه علشان عيد ميلادك صاحبي لازم تدور كويس بعد كده مش هبعت اي حاجه انا برضه,Egypt
12097,كيف يسألوك شعملت في الـ semestre لولا :'D xD  URL ,Tunisia
12098,انت بلع زايد في الحساب,Algeria
12099,انشالل انشالله اكيد,Syria
12100,ياما رتبنا الحكِي وماحكِينا .,Kuwait
12101,ليش فضحت روحك,Iraq
12102,الكلب لمن تربي مايخون وانت وابن شلول تبعك ربتكم الماثونية على ايدها ف شي طبيعي انك تحكي عن صفاتك,Syria
12103,مبروك... بلكي يعينوكم على وقت وتعيشون الواقع الجميل,Iraq
12104, USER   USER  بس حرام انى اقعد ساعه ونص لحد ماتقولى السبب,Egypt
12105,لما اقول فشخ بدل جدا وانا صايمه URL ,Egypt
12106,المشكله اني مطلعك من كاس الملك واخذ الصداره منك وبعد مافزعلكم التعاون خليتك مسيار نفس جارك يبقى العميد هو الكيان القوي بالكوره السعوديه URL ,Saudi_Arabia
12107, USER  مو السالفة الحبيب ما فاهم تراني!!,Oman
12108,ﺟـــﻮﺍﺯﺍﺕ ألﺴـــﻔﺮ ﻣﺎ ﺑﻴﻬﺎ ﻣﻔﻌــﻮﻝ.. أذﺍ ﻣــﺎ ﺗـﺨـﻀـﻊ ﻟـﻌﺪﺓ ﻗـﻮﺍﻧـــﻴــــﻦ.. ﺗﺄﺷـــﻴﺮﺓ ﻭﺃﺧــﺬ ﺑـﺼــﻤﺎﺕ ألأ‌ﺑﻬﺎﻡ.....  URL ,Iraq
